,path,volume,slice,label,num_abnomal_pixels
46,/kaggle/input/lits-dataset/data/volume-1-slice-62.npz,1,62,1,87
47,/kaggle/input/lits-dataset/data/volume-1-slice-63.npz,1,63,1,29
48,/kaggle/input/lits-dataset/data/volume-1-slice-64.npz,1,64,1,15
49,/kaggle/input/lits-dataset/data/volume-1-slice-65.npz,1,65,1,72
50,/kaggle/input/lits-dataset/data/volume-1-slice-66.npz,1,66,1,138
51,/kaggle/input/lits-dataset/data/volume-1-slice-67.npz,1,67,1,85
52,/kaggle/input/lits-dataset/data/volume-1-slice-68.npz,1,68,1,124
53,/kaggle/input/lits-dataset/data/volume-1-slice-69.npz,1,69,1,67
54,/kaggle/input/lits-dataset/data/volume-1-slice-70.npz,1,70,1,176
55,/kaggle/input/lits-dataset/data/volume-1-slice-71.npz,1,71,1,166
56,/kaggle/input/lits-dataset/data/volume-1-slice-72.npz,1,72,1,112
57,/kaggle/input/lits-dataset/data/volume-1-slice-73.npz,1,73,1,70
58,/kaggle/input/lits-dataset/data/volume-10-slice-295.npz,10,295,0,0
59,/kaggle/input/lits-dataset/data/volume-10-slice-296.npz,10,296,0,0
60,/kaggle/input/lits-dataset/data/volume-10-slice-297.npz,10,297,0,0
61,/kaggle/input/lits-dataset/data/volume-10-slice-298.npz,10,298,0,0
62,/kaggle/input/lits-dataset/data/volume-10-slice-299.npz,10,299,0,0
63,/kaggle/input/lits-dataset/data/volume-10-slice-300.npz,10,300,0,0
64,/kaggle/input/lits-dataset/data/volume-10-slice-301.npz,10,301,0,0
65,/kaggle/input/lits-dataset/data/volume-10-slice-302.npz,10,302,0,0
66,/kaggle/input/lits-dataset/data/volume-10-slice-303.npz,10,303,0,0
67,/kaggle/input/lits-dataset/data/volume-10-slice-304.npz,10,304,0,0
68,/kaggle/input/lits-dataset/data/volume-10-slice-305.npz,10,305,0,0
69,/kaggle/input/lits-dataset/data/volume-10-slice-306.npz,10,306,0,0
70,/kaggle/input/lits-dataset/data/volume-10-slice-307.npz,10,307,0,0
71,/kaggle/input/lits-dataset/data/volume-10-slice-308.npz,10,308,0,0
72,/kaggle/input/lits-dataset/data/volume-10-slice-309.npz,10,309,0,0
73,/kaggle/input/lits-dataset/data/volume-10-slice-310.npz,10,310,0,0
74,/kaggle/input/lits-dataset/data/volume-10-slice-311.npz,10,311,0,0
75,/kaggle/input/lits-dataset/data/volume-10-slice-312.npz,10,312,0,0
76,/kaggle/input/lits-dataset/data/volume-10-slice-313.npz,10,313,0,0
77,/kaggle/input/lits-dataset/data/volume-10-slice-314.npz,10,314,0,0
78,/kaggle/input/lits-dataset/data/volume-10-slice-315.npz,10,315,0,0
79,/kaggle/input/lits-dataset/data/volume-10-slice-316.npz,10,316,0,0
80,/kaggle/input/lits-dataset/data/volume-10-slice-317.npz,10,317,0,0
81,/kaggle/input/lits-dataset/data/volume-10-slice-318.npz,10,318,0,0
82,/kaggle/input/lits-dataset/data/volume-10-slice-319.npz,10,319,0,0
83,/kaggle/input/lits-dataset/data/volume-10-slice-320.npz,10,320,0,0
84,/kaggle/input/lits-dataset/data/volume-10-slice-321.npz,10,321,0,0
85,/kaggle/input/lits-dataset/data/volume-10-slice-322.npz,10,322,0,0
86,/kaggle/input/lits-dataset/data/volume-10-slice-323.npz,10,323,0,0
87,/kaggle/input/lits-dataset/data/volume-10-slice-324.npz,10,324,0,0
88,/kaggle/input/lits-dataset/data/volume-10-slice-325.npz,10,325,0,0
89,/kaggle/input/lits-dataset/data/volume-10-slice-326.npz,10,326,0,0
90,/kaggle/input/lits-dataset/data/volume-10-slice-327.npz,10,327,1,6
91,/kaggle/input/lits-dataset/data/volume-10-slice-328.npz,10,328,1,24
92,/kaggle/input/lits-dataset/data/volume-10-slice-329.npz,10,329,1,66
93,/kaggle/input/lits-dataset/data/volume-10-slice-330.npz,10,330,1,106
94,/kaggle/input/lits-dataset/data/volume-10-slice-331.npz,10,331,1,117
95,/kaggle/input/lits-dataset/data/volume-10-slice-332.npz,10,332,1,136
96,/kaggle/input/lits-dataset/data/volume-10-slice-333.npz,10,333,1,156
97,/kaggle/input/lits-dataset/data/volume-10-slice-334.npz,10,334,1,172
98,/kaggle/input/lits-dataset/data/volume-10-slice-335.npz,10,335,1,194
99,/kaggle/input/lits-dataset/data/volume-10-slice-336.npz,10,336,1,200
100,/kaggle/input/lits-dataset/data/volume-10-slice-337.npz,10,337,1,211
101,/kaggle/input/lits-dataset/data/volume-10-slice-338.npz,10,338,1,211
102,/kaggle/input/lits-dataset/data/volume-10-slice-339.npz,10,339,1,217
103,/kaggle/input/lits-dataset/data/volume-10-slice-340.npz,10,340,1,220
104,/kaggle/input/lits-dataset/data/volume-10-slice-341.npz,10,341,1,221
105,/kaggle/input/lits-dataset/data/volume-10-slice-342.npz,10,342,1,218
106,/kaggle/input/lits-dataset/data/volume-10-slice-343.npz,10,343,1,201
107,/kaggle/input/lits-dataset/data/volume-10-slice-344.npz,10,344,1,180
108,/kaggle/input/lits-dataset/data/volume-10-slice-345.npz,10,345,1,161
109,/kaggle/input/lits-dataset/data/volume-10-slice-346.npz,10,346,1,144
110,/kaggle/input/lits-dataset/data/volume-10-slice-347.npz,10,347,1,144
111,/kaggle/input/lits-dataset/data/volume-10-slice-348.npz,10,348,1,133
112,/kaggle/input/lits-dataset/data/volume-10-slice-349.npz,10,349,1,113
113,/kaggle/input/lits-dataset/data/volume-10-slice-350.npz,10,350,1,94
114,/kaggle/input/lits-dataset/data/volume-10-slice-351.npz,10,351,1,55
115,/kaggle/input/lits-dataset/data/volume-10-slice-352.npz,10,352,1,57
116,/kaggle/input/lits-dataset/data/volume-10-slice-353.npz,10,353,1,57
117,/kaggle/input/lits-dataset/data/volume-10-slice-354.npz,10,354,1,57
118,/kaggle/input/lits-dataset/data/volume-10-slice-355.npz,10,355,1,56
119,/kaggle/input/lits-dataset/data/volume-10-slice-356.npz,10,356,1,52
120,/kaggle/input/lits-dataset/data/volume-10-slice-357.npz,10,357,1,45
121,/kaggle/input/lits-dataset/data/volume-10-slice-358.npz,10,358,1,38
122,/kaggle/input/lits-dataset/data/volume-10-slice-359.npz,10,359,0,0
123,/kaggle/input/lits-dataset/data/volume-10-slice-360.npz,10,360,0,0
124,/kaggle/input/lits-dataset/data/volume-10-slice-361.npz,10,361,0,0
125,/kaggle/input/lits-dataset/data/volume-10-slice-362.npz,10,362,0,0
126,/kaggle/input/lits-dataset/data/volume-10-slice-363.npz,10,363,0,0
127,/kaggle/input/lits-dataset/data/volume-10-slice-364.npz,10,364,0,0
128,/kaggle/input/lits-dataset/data/volume-10-slice-365.npz,10,365,0,0
129,/kaggle/input/lits-dataset/data/volume-10-slice-366.npz,10,366,0,0
130,/kaggle/input/lits-dataset/data/volume-10-slice-367.npz,10,367,1,2
131,/kaggle/input/lits-dataset/data/volume-10-slice-368.npz,10,368,1,19
132,/kaggle/input/lits-dataset/data/volume-10-slice-369.npz,10,369,1,40
133,/kaggle/input/lits-dataset/data/volume-10-slice-370.npz,10,370,1,68
134,/kaggle/input/lits-dataset/data/volume-10-slice-371.npz,10,371,1,78
135,/kaggle/input/lits-dataset/data/volume-10-slice-372.npz,10,372,1,101
136,/kaggle/input/lits-dataset/data/volume-10-slice-373.npz,10,373,1,119
137,/kaggle/input/lits-dataset/data/volume-10-slice-374.npz,10,374,1,129
138,/kaggle/input/lits-dataset/data/volume-10-slice-375.npz,10,375,1,133
139,/kaggle/input/lits-dataset/data/volume-10-slice-376.npz,10,376,1,131
140,/kaggle/input/lits-dataset/data/volume-10-slice-377.npz,10,377,1,135
141,/kaggle/input/lits-dataset/data/volume-10-slice-378.npz,10,378,1,136
142,/kaggle/input/lits-dataset/data/volume-10-slice-379.npz,10,379,1,132
143,/kaggle/input/lits-dataset/data/volume-10-slice-380.npz,10,380,1,118
144,/kaggle/input/lits-dataset/data/volume-10-slice-381.npz,10,381,1,111
145,/kaggle/input/lits-dataset/data/volume-10-slice-382.npz,10,382,1,99
146,/kaggle/input/lits-dataset/data/volume-10-slice-383.npz,10,383,1,86
147,/kaggle/input/lits-dataset/data/volume-10-slice-384.npz,10,384,1,59
148,/kaggle/input/lits-dataset/data/volume-10-slice-385.npz,10,385,1,38
149,/kaggle/input/lits-dataset/data/volume-10-slice-386.npz,10,386,1,26
150,/kaggle/input/lits-dataset/data/volume-10-slice-387.npz,10,387,1,18
151,/kaggle/input/lits-dataset/data/volume-10-slice-388.npz,10,388,1,7
152,/kaggle/input/lits-dataset/data/volume-10-slice-389.npz,10,389,0,0
153,/kaggle/input/lits-dataset/data/volume-10-slice-390.npz,10,390,0,0
154,/kaggle/input/lits-dataset/data/volume-10-slice-391.npz,10,391,0,0
155,/kaggle/input/lits-dataset/data/volume-10-slice-392.npz,10,392,0,0
156,/kaggle/input/lits-dataset/data/volume-10-slice-393.npz,10,393,0,0
157,/kaggle/input/lits-dataset/data/volume-10-slice-394.npz,10,394,0,0
158,/kaggle/input/lits-dataset/data/volume-10-slice-395.npz,10,395,0,0
159,/kaggle/input/lits-dataset/data/volume-10-slice-396.npz,10,396,0,0
160,/kaggle/input/lits-dataset/data/volume-10-slice-397.npz,10,397,0,0
161,/kaggle/input/lits-dataset/data/volume-10-slice-398.npz,10,398,0,0
162,/kaggle/input/lits-dataset/data/volume-10-slice-399.npz,10,399,0,0
163,/kaggle/input/lits-dataset/data/volume-10-slice-400.npz,10,400,0,0
164,/kaggle/input/lits-dataset/data/volume-10-slice-401.npz,10,401,0,0
165,/kaggle/input/lits-dataset/data/volume-10-slice-402.npz,10,402,0,0
166,/kaggle/input/lits-dataset/data/volume-10-slice-403.npz,10,403,0,0
167,/kaggle/input/lits-dataset/data/volume-10-slice-404.npz,10,404,0,0
168,/kaggle/input/lits-dataset/data/volume-10-slice-405.npz,10,405,0,0
169,/kaggle/input/lits-dataset/data/volume-10-slice-406.npz,10,406,0,0
170,/kaggle/input/lits-dataset/data/volume-10-slice-407.npz,10,407,0,0
171,/kaggle/input/lits-dataset/data/volume-10-slice-408.npz,10,408,0,0
172,/kaggle/input/lits-dataset/data/volume-10-slice-409.npz,10,409,0,0
173,/kaggle/input/lits-dataset/data/volume-10-slice-410.npz,10,410,0,0
174,/kaggle/input/lits-dataset/data/volume-10-slice-411.npz,10,411,0,0
175,/kaggle/input/lits-dataset/data/volume-10-slice-412.npz,10,412,0,0
176,/kaggle/input/lits-dataset/data/volume-10-slice-413.npz,10,413,0,0
177,/kaggle/input/lits-dataset/data/volume-10-slice-414.npz,10,414,0,0
178,/kaggle/input/lits-dataset/data/volume-10-slice-415.npz,10,415,0,0
179,/kaggle/input/lits-dataset/data/volume-10-slice-416.npz,10,416,0,0
180,/kaggle/input/lits-dataset/data/volume-10-slice-417.npz,10,417,0,0
181,/kaggle/input/lits-dataset/data/volume-10-slice-418.npz,10,418,0,0
182,/kaggle/input/lits-dataset/data/volume-10-slice-419.npz,10,419,0,0
183,/kaggle/input/lits-dataset/data/volume-10-slice-420.npz,10,420,0,0
184,/kaggle/input/lits-dataset/data/volume-10-slice-421.npz,10,421,0,0
185,/kaggle/input/lits-dataset/data/volume-10-slice-422.npz,10,422,0,0
186,/kaggle/input/lits-dataset/data/volume-10-slice-423.npz,10,423,0,0
187,/kaggle/input/lits-dataset/data/volume-10-slice-424.npz,10,424,0,0
188,/kaggle/input/lits-dataset/data/volume-10-slice-425.npz,10,425,0,0
189,/kaggle/input/lits-dataset/data/volume-10-slice-426.npz,10,426,1,3
190,/kaggle/input/lits-dataset/data/volume-10-slice-427.npz,10,427,1,6
191,/kaggle/input/lits-dataset/data/volume-10-slice-428.npz,10,428,1,13
192,/kaggle/input/lits-dataset/data/volume-10-slice-429.npz,10,429,1,26
193,/kaggle/input/lits-dataset/data/volume-10-slice-430.npz,10,430,1,33
194,/kaggle/input/lits-dataset/data/volume-10-slice-431.npz,10,431,1,32
195,/kaggle/input/lits-dataset/data/volume-10-slice-432.npz,10,432,1,29
196,/kaggle/input/lits-dataset/data/volume-10-slice-433.npz,10,433,1,20
197,/kaggle/input/lits-dataset/data/volume-10-slice-434.npz,10,434,1,15
198,/kaggle/input/lits-dataset/data/volume-10-slice-435.npz,10,435,1,7
199,/kaggle/input/lits-dataset/data/volume-10-slice-436.npz,10,436,0,0
200,/kaggle/input/lits-dataset/data/volume-10-slice-437.npz,10,437,0,0
201,/kaggle/input/lits-dataset/data/volume-10-slice-438.npz,10,438,0,0
202,/kaggle/input/lits-dataset/data/volume-10-slice-439.npz,10,439,0,0
203,/kaggle/input/lits-dataset/data/volume-10-slice-440.npz,10,440,0,0
204,/kaggle/input/lits-dataset/data/volume-10-slice-441.npz,10,441,0,0
205,/kaggle/input/lits-dataset/data/volume-10-slice-442.npz,10,442,0,0
206,/kaggle/input/lits-dataset/data/volume-10-slice-443.npz,10,443,0,0
207,/kaggle/input/lits-dataset/data/volume-10-slice-444.npz,10,444,0,0
208,/kaggle/input/lits-dataset/data/volume-10-slice-445.npz,10,445,0,0
209,/kaggle/input/lits-dataset/data/volume-10-slice-446.npz,10,446,0,0
210,/kaggle/input/lits-dataset/data/volume-10-slice-447.npz,10,447,0,0
211,/kaggle/input/lits-dataset/data/volume-10-slice-448.npz,10,448,0,0
212,/kaggle/input/lits-dataset/data/volume-10-slice-449.npz,10,449,0,0
213,/kaggle/input/lits-dataset/data/volume-10-slice-450.npz,10,450,0,0
214,/kaggle/input/lits-dataset/data/volume-10-slice-451.npz,10,451,0,0
215,/kaggle/input/lits-dataset/data/volume-10-slice-452.npz,10,452,0,0
216,/kaggle/input/lits-dataset/data/volume-10-slice-453.npz,10,453,0,0
217,/kaggle/input/lits-dataset/data/volume-10-slice-454.npz,10,454,0,0
218,/kaggle/input/lits-dataset/data/volume-10-slice-455.npz,10,455,0,0
219,/kaggle/input/lits-dataset/data/volume-10-slice-456.npz,10,456,1,3
220,/kaggle/input/lits-dataset/data/volume-10-slice-457.npz,10,457,1,10
221,/kaggle/input/lits-dataset/data/volume-10-slice-458.npz,10,458,1,22
222,/kaggle/input/lits-dataset/data/volume-10-slice-459.npz,10,459,1,37
223,/kaggle/input/lits-dataset/data/volume-10-slice-460.npz,10,460,1,50
224,/kaggle/input/lits-dataset/data/volume-10-slice-461.npz,10,461,1,55
225,/kaggle/input/lits-dataset/data/volume-10-slice-462.npz,10,462,1,64
226,/kaggle/input/lits-dataset/data/volume-10-slice-463.npz,10,463,1,133
227,/kaggle/input/lits-dataset/data/volume-10-slice-464.npz,10,464,1,123
228,/kaggle/input/lits-dataset/data/volume-10-slice-465.npz,10,465,1,92
229,/kaggle/input/lits-dataset/data/volume-10-slice-466.npz,10,466,1,80
230,/kaggle/input/lits-dataset/data/volume-10-slice-467.npz,10,467,1,72
231,/kaggle/input/lits-dataset/data/volume-10-slice-468.npz,10,468,1,59
232,/kaggle/input/lits-dataset/data/volume-10-slice-469.npz,10,469,1,49
233,/kaggle/input/lits-dataset/data/volume-10-slice-470.npz,10,470,1,40
234,/kaggle/input/lits-dataset/data/volume-10-slice-471.npz,10,471,1,22
235,/kaggle/input/lits-dataset/data/volume-10-slice-472.npz,10,472,1,9
236,/kaggle/input/lits-dataset/data/volume-10-slice-473.npz,10,473,0,0
237,/kaggle/input/lits-dataset/data/volume-10-slice-474.npz,10,474,0,0
238,/kaggle/input/lits-dataset/data/volume-10-slice-475.npz,10,475,0,0
239,/kaggle/input/lits-dataset/data/volume-100-slice-387.npz,100,387,0,0
240,/kaggle/input/lits-dataset/data/volume-100-slice-388.npz,100,388,0,0
241,/kaggle/input/lits-dataset/data/volume-100-slice-389.npz,100,389,0,0
242,/kaggle/input/lits-dataset/data/volume-100-slice-390.npz,100,390,0,0
243,/kaggle/input/lits-dataset/data/volume-100-slice-391.npz,100,391,0,0
244,/kaggle/input/lits-dataset/data/volume-100-slice-392.npz,100,392,0,0
245,/kaggle/input/lits-dataset/data/volume-100-slice-393.npz,100,393,0,0
246,/kaggle/input/lits-dataset/data/volume-100-slice-394.npz,100,394,0,0
247,/kaggle/input/lits-dataset/data/volume-100-slice-395.npz,100,395,0,0
248,/kaggle/input/lits-dataset/data/volume-100-slice-396.npz,100,396,0,0
249,/kaggle/input/lits-dataset/data/volume-100-slice-397.npz,100,397,0,0
250,/kaggle/input/lits-dataset/data/volume-100-slice-398.npz,100,398,0,0
251,/kaggle/input/lits-dataset/data/volume-100-slice-399.npz,100,399,0,0
252,/kaggle/input/lits-dataset/data/volume-100-slice-400.npz,100,400,0,0
253,/kaggle/input/lits-dataset/data/volume-100-slice-401.npz,100,401,0,0
254,/kaggle/input/lits-dataset/data/volume-100-slice-402.npz,100,402,0,0
255,/kaggle/input/lits-dataset/data/volume-100-slice-403.npz,100,403,0,0
256,/kaggle/input/lits-dataset/data/volume-100-slice-404.npz,100,404,0,0
257,/kaggle/input/lits-dataset/data/volume-100-slice-405.npz,100,405,0,0
258,/kaggle/input/lits-dataset/data/volume-100-slice-406.npz,100,406,1,7
259,/kaggle/input/lits-dataset/data/volume-100-slice-407.npz,100,407,1,10
260,/kaggle/input/lits-dataset/data/volume-100-slice-408.npz,100,408,1,18
261,/kaggle/input/lits-dataset/data/volume-100-slice-409.npz,100,409,1,19
262,/kaggle/input/lits-dataset/data/volume-100-slice-410.npz,100,410,1,20
263,/kaggle/input/lits-dataset/data/volume-100-slice-411.npz,100,411,1,22
264,/kaggle/input/lits-dataset/data/volume-100-slice-412.npz,100,412,1,10
265,/kaggle/input/lits-dataset/data/volume-100-slice-413.npz,100,413,1,6
266,/kaggle/input/lits-dataset/data/volume-100-slice-414.npz,100,414,0,0
267,/kaggle/input/lits-dataset/data/volume-100-slice-415.npz,100,415,0,0
268,/kaggle/input/lits-dataset/data/volume-100-slice-416.npz,100,416,0,0
269,/kaggle/input/lits-dataset/data/volume-100-slice-417.npz,100,417,0,0
270,/kaggle/input/lits-dataset/data/volume-100-slice-418.npz,100,418,0,0
271,/kaggle/input/lits-dataset/data/volume-100-slice-419.npz,100,419,0,0
272,/kaggle/input/lits-dataset/data/volume-100-slice-420.npz,100,420,1,2
273,/kaggle/input/lits-dataset/data/volume-100-slice-421.npz,100,421,1,34
274,/kaggle/input/lits-dataset/data/volume-100-slice-422.npz,100,422,1,44
275,/kaggle/input/lits-dataset/data/volume-100-slice-423.npz,100,423,1,56
276,/kaggle/input/lits-dataset/data/volume-100-slice-424.npz,100,424,1,82
277,/kaggle/input/lits-dataset/data/volume-100-slice-425.npz,100,425,1,110
278,/kaggle/input/lits-dataset/data/volume-100-slice-426.npz,100,426,1,156
279,/kaggle/input/lits-dataset/data/volume-100-slice-427.npz,100,427,1,217
280,/kaggle/input/lits-dataset/data/volume-100-slice-428.npz,100,428,1,240
281,/kaggle/input/lits-dataset/data/volume-100-slice-429.npz,100,429,1,259
282,/kaggle/input/lits-dataset/data/volume-100-slice-430.npz,100,430,1,276
283,/kaggle/input/lits-dataset/data/volume-100-slice-431.npz,100,431,1,304
284,/kaggle/input/lits-dataset/data/volume-100-slice-432.npz,100,432,1,333
285,/kaggle/input/lits-dataset/data/volume-100-slice-433.npz,100,433,1,358
286,/kaggle/input/lits-dataset/data/volume-100-slice-434.npz,100,434,1,419
287,/kaggle/input/lits-dataset/data/volume-100-slice-435.npz,100,435,1,457
288,/kaggle/input/lits-dataset/data/volume-100-slice-436.npz,100,436,1,506
289,/kaggle/input/lits-dataset/data/volume-100-slice-437.npz,100,437,1,577
290,/kaggle/input/lits-dataset/data/volume-100-slice-438.npz,100,438,1,635
291,/kaggle/input/lits-dataset/data/volume-100-slice-439.npz,100,439,1,710
292,/kaggle/input/lits-dataset/data/volume-100-slice-440.npz,100,440,1,823
293,/kaggle/input/lits-dataset/data/volume-100-slice-441.npz,100,441,1,901
294,/kaggle/input/lits-dataset/data/volume-100-slice-442.npz,100,442,1,976
295,/kaggle/input/lits-dataset/data/volume-100-slice-443.npz,100,443,1,1070
296,/kaggle/input/lits-dataset/data/volume-100-slice-444.npz,100,444,1,1160
297,/kaggle/input/lits-dataset/data/volume-100-slice-445.npz,100,445,1,1197
298,/kaggle/input/lits-dataset/data/volume-100-slice-446.npz,100,446,1,1261
299,/kaggle/input/lits-dataset/data/volume-100-slice-447.npz,100,447,1,1319
300,/kaggle/input/lits-dataset/data/volume-100-slice-448.npz,100,448,1,1377
301,/kaggle/input/lits-dataset/data/volume-100-slice-449.npz,100,449,1,1425
302,/kaggle/input/lits-dataset/data/volume-100-slice-450.npz,100,450,1,1472
303,/kaggle/input/lits-dataset/data/volume-100-slice-451.npz,100,451,1,1561
304,/kaggle/input/lits-dataset/data/volume-100-slice-452.npz,100,452,1,1615
305,/kaggle/input/lits-dataset/data/volume-100-slice-453.npz,100,453,1,1678
306,/kaggle/input/lits-dataset/data/volume-100-slice-454.npz,100,454,1,1712
307,/kaggle/input/lits-dataset/data/volume-100-slice-455.npz,100,455,1,1719
308,/kaggle/input/lits-dataset/data/volume-100-slice-456.npz,100,456,1,1763
309,/kaggle/input/lits-dataset/data/volume-100-slice-457.npz,100,457,1,1782
310,/kaggle/input/lits-dataset/data/volume-100-slice-458.npz,100,458,1,1812
311,/kaggle/input/lits-dataset/data/volume-100-slice-459.npz,100,459,1,1841
312,/kaggle/input/lits-dataset/data/volume-100-slice-460.npz,100,460,1,1867
313,/kaggle/input/lits-dataset/data/volume-100-slice-461.npz,100,461,1,1902
314,/kaggle/input/lits-dataset/data/volume-100-slice-462.npz,100,462,1,1924
315,/kaggle/input/lits-dataset/data/volume-100-slice-463.npz,100,463,1,1966
316,/kaggle/input/lits-dataset/data/volume-100-slice-464.npz,100,464,1,1980
317,/kaggle/input/lits-dataset/data/volume-100-slice-465.npz,100,465,1,1997
318,/kaggle/input/lits-dataset/data/volume-100-slice-466.npz,100,466,1,2006
319,/kaggle/input/lits-dataset/data/volume-100-slice-467.npz,100,467,1,2031
320,/kaggle/input/lits-dataset/data/volume-100-slice-468.npz,100,468,1,2037
321,/kaggle/input/lits-dataset/data/volume-100-slice-469.npz,100,469,1,2056
322,/kaggle/input/lits-dataset/data/volume-100-slice-470.npz,100,470,1,2045
323,/kaggle/input/lits-dataset/data/volume-100-slice-471.npz,100,471,1,2026
324,/kaggle/input/lits-dataset/data/volume-100-slice-472.npz,100,472,1,2035
325,/kaggle/input/lits-dataset/data/volume-100-slice-473.npz,100,473,1,2051
326,/kaggle/input/lits-dataset/data/volume-100-slice-474.npz,100,474,1,2056
327,/kaggle/input/lits-dataset/data/volume-100-slice-475.npz,100,475,1,2067
328,/kaggle/input/lits-dataset/data/volume-100-slice-476.npz,100,476,1,2085
329,/kaggle/input/lits-dataset/data/volume-100-slice-477.npz,100,477,1,2105
330,/kaggle/input/lits-dataset/data/volume-100-slice-478.npz,100,478,1,2114
331,/kaggle/input/lits-dataset/data/volume-100-slice-479.npz,100,479,1,2113
332,/kaggle/input/lits-dataset/data/volume-100-slice-480.npz,100,480,1,2118
333,/kaggle/input/lits-dataset/data/volume-100-slice-481.npz,100,481,1,2135
334,/kaggle/input/lits-dataset/data/volume-100-slice-482.npz,100,482,1,2102
335,/kaggle/input/lits-dataset/data/volume-100-slice-483.npz,100,483,1,2098
336,/kaggle/input/lits-dataset/data/volume-100-slice-484.npz,100,484,1,2088
337,/kaggle/input/lits-dataset/data/volume-100-slice-485.npz,100,485,1,2081
338,/kaggle/input/lits-dataset/data/volume-100-slice-486.npz,100,486,1,2067
339,/kaggle/input/lits-dataset/data/volume-100-slice-487.npz,100,487,1,2072
340,/kaggle/input/lits-dataset/data/volume-100-slice-488.npz,100,488,1,2066
341,/kaggle/input/lits-dataset/data/volume-100-slice-489.npz,100,489,1,2061
342,/kaggle/input/lits-dataset/data/volume-100-slice-490.npz,100,490,1,2060
343,/kaggle/input/lits-dataset/data/volume-100-slice-491.npz,100,491,1,2045
344,/kaggle/input/lits-dataset/data/volume-100-slice-492.npz,100,492,1,2046
345,/kaggle/input/lits-dataset/data/volume-100-slice-493.npz,100,493,1,2055
346,/kaggle/input/lits-dataset/data/volume-100-slice-494.npz,100,494,1,2080
