path,label,volume,slice,label0_pxl_cnt,label1_pxl_cnt,label2_pxl_cnt,background_ratio,unhealthy_cnt
/kaggle/input/brats20-data/BraTS20/data/volume_41_slice_101.npz,1,41,101,0,330,0,0.994270833,330
/kaggle/input/brats20-data/BraTS20/data/volume_41_slice_102.npz,1,41,102,0,275,0,0.995225694,275
/kaggle/input/brats20-data/BraTS20/data/volume_41_slice_103.npz,1,41,103,0,229,0,0.996024306,229
/kaggle/input/brats20-data/BraTS20/data/volume_41_slice_104.npz,1,41,104,0,173,0,0.996996528,173
/kaggle/input/brats20-data/BraTS20/data/volume_41_slice_105.npz,1,41,105,0,91,0,0.998420139,91
/kaggle/input/brats20-data/BraTS20/data/volume_41_slice_106.npz,1,41,106,0,35,0,0.999392361,35
/kaggle/input/brats20-data/BraTS20/data/volume_41_slice_108.npz,0,41,108,0,0,0,1,0
/kaggle/input/brats20-data/BraTS20/data/volume_41_slice_109.npz,0,41,109,0,0,0,1,0
/kaggle/input/brats20-data/BraTS20/data/volume_41_slice_110.npz,0,41,110,0,0,0,1,0
/kaggle/input/brats20-data/BraTS20/data/volume_41_slice_111.npz,0,41,111,0,0,0,1,0
/kaggle/input/brats20-data/BraTS20/data/volume_41_slice_112.npz,0,41,112,0,0,0,1,0
/kaggle/input/brats20-data/BraTS20/data/volume_41_slice_113.npz,0,41,113,0,0,0,1,0
/kaggle/input/brats20-data/BraTS20/data/volume_41_slice_114.npz,0,41,114,0,0,0,1,0
/kaggle/input/brats20-data/BraTS20/data/volume_41_slice_115.npz,0,41,115,0,0,0,1,0
/kaggle/input/brats20-data/BraTS20/data/volume_41_slice_116.npz,0,41,116,0,0,0,1,0
/kaggle/input/brats20-data/BraTS20/data/volume_41_slice_117.npz,0,41,117,0,0,0,1,0
/kaggle/input/brats20-data/BraTS20/data/volume_41_slice_118.npz,0,41,118,0,0,0,1,0
/kaggle/input/brats20-data/BraTS20/data/volume_41_slice_119.npz,0,41,119,0,0,0,1,0
/kaggle/input/brats20-data/BraTS20/data/volume_41_slice_120.npz,0,41,120,0,0,0,1,0
/kaggle/input/brats20-data/BraTS20/data/volume_41_slice_121.npz,0,41,121,0,0,0,1,0
/kaggle/input/brats20-data/BraTS20/data/volume_41_slice_122.npz,0,41,122,0,0,0,1,0
/kaggle/input/brats20-data/BraTS20/data/volume_41_slice_123.npz,0,41,123,0,0,0,1,0
/kaggle/input/brats20-data/BraTS20/data/volume_41_slice_124.npz,0,41,124,0,0,0,1,0
/kaggle/input/brats20-data/BraTS20/data/volume_41_slice_125.npz,0,41,125,0,0,0,1,0
/kaggle/input/brats20-data/BraTS20/data/volume_41_slice_126.npz,0,41,126,0,0,0,1,0
/kaggle/input/brats20-data/BraTS20/data/volume_41_slice_127.npz,0,41,127,0,0,0,1,0
/kaggle/input/brats20-data/BraTS20/data/volume_41_slice_128.npz,0,41,128,0,0,0,1,0
/kaggle/input/brats20-data/BraTS20/data/volume_185_slice_80.npz,1,185,80,165,325,374,0.985,864
/kaggle/input/brats20-data/BraTS20/data/volume_185_slice_81.npz,1,185,81,177,285,406,0.984930556,868
/kaggle/input/brats20-data/BraTS20/data/volume_185_slice_82.npz,1,185,82,166,310,428,0.984305556,904
/kaggle/input/brats20-data/BraTS20/data/volume_185_slice_83.npz,1,185,83,203,297,415,0.984114583,915
/kaggle/input/brats20-data/BraTS20/data/volume_185_slice_84.npz,1,185,84,192,303,445,0.983680556,940
/kaggle/input/brats20-data/BraTS20/data/volume_185_slice_85.npz,1,185,85,189,299,461,0.983524306,949
/kaggle/input/brats20-data/BraTS20/data/volume_185_slice_86.npz,1,185,86,201,303,470,0.983090278,974
/kaggle/input/brats20-data/BraTS20/data/volume_185_slice_87.npz,1,185,87,218,340,440,0.982673611,998
/kaggle/input/brats20-data/BraTS20/data/volume_185_slice_88.npz,1,185,88,236,369,412,0.98234375,1017
/kaggle/input/brats20-data/BraTS20/data/volume_185_slice_89.npz,1,185,89,227,397,408,0.982083333,1032
/kaggle/input/brats20-data/BraTS20/data/volume_185_slice_90.npz,1,185,90,208,412,408,0.982152778,1028
/kaggle/input/brats20-data/BraTS20/data/volume_185_slice_91.npz,1,185,91,202,450,383,0.98203125,1035
/kaggle/input/brats20-data/BraTS20/data/volume_185_slice_92.npz,1,185,92,204,485,334,0.982239583,1023
/kaggle/input/brats20-data/BraTS20/data/volume_185_slice_93.npz,1,185,93,197,488,305,0.9828125,990
/kaggle/input/brats20-data/BraTS20/data/volume_185_slice_94.npz,1,185,94,150,531,266,0.983559028,947
/kaggle/input/brats20-data/BraTS20/data/volume_185_slice_95.npz,1,185,95,135,505,242,0.9846875,882
/kaggle/input/brats20-data/BraTS20/data/volume_185_slice_96.npz,1,185,96,94,490,225,0.985954861,809
/kaggle/input/brats20-data/BraTS20/data/volume_185_slice_97.npz,1,185,97,78,419,221,0.987534722,718
/kaggle/input/brats20-data/BraTS20/data/volume_185_slice_98.npz,1,185,98,64,398,185,0.988767361,647
/kaggle/input/brats20-data/BraTS20/data/volume_185_slice_99.npz,1,185,99,58,404,139,0.989565972,601
/kaggle/input/brats20-data/BraTS20/data/volume_185_slice_100.npz,1,185,100,54,419,92,0.990190972,565
/kaggle/input/brats20-data/BraTS20/data/volume_185_slice_101.npz,1,185,101,64,432,19,0.991059028,515
/kaggle/input/brats20-data/BraTS20/data/volume_185_slice_102.npz,1,185,102,17,459,0,0.991736111,476
/kaggle/input/brats20-data/BraTS20/data/volume_185_slice_103.npz,1,185,103,0,429,0,0.992552083,429
/kaggle/input/brats20-data/BraTS20/data/volume_185_slice_104.npz,1,185,104,0,368,0,0.993611111,368
/kaggle/input/brats20-data/BraTS20/data/volume_185_slice_105.npz,1,185,105,0,310,0,0.994618056,310
/kaggle/input/brats20-data/BraTS20/data/volume_185_slice_106.npz,1,185,106,0,263,0,0.995434028,263
/kaggle/input/brats20-data/BraTS20/data/volume_185_slice_107.npz,1,185,107,0,200,0,0.996527778,200
/kaggle/input/brats20-data/BraTS20/data/volume_185_slice_108.npz,1,185,108,0,146,0,0.997465278,146
/kaggle/input/brats20-data/BraTS20/data/volume_185_slice_109.npz,1,185,109,0,59,0,0.998975694,59
/kaggle/input/brats20-data/BraTS20/data/volume_185_slice_110.npz,1,185,110,0,33,0,0.999427083,33
/kaggle/input/brats20-data/BraTS20/data/volume_185_slice_111.npz,1,185,111,0,29,0,0.999496528,29
/kaggle/input/brats20-data/BraTS20/data/volume_185_slice_112.npz,1,185,112,0,34,0,0.999409722,34
/kaggle/input/brats20-data/BraTS20/data/volume_185_slice_113.npz,1,185,113,0,18,0,0.9996875,18
/kaggle/input/brats20-data/BraTS20/data/volume_185_slice_115.npz,0,185,115,0,0,0,1,0
/kaggle/input/brats20-data/BraTS20/data/volume_185_slice_116.npz,0,185,116,0,0,0,1,0
/kaggle/input/brats20-data/BraTS20/data/volume_185_slice_117.npz,0,185,117,0,0,0,1,0
/kaggle/input/brats20-data/BraTS20/data/volume_185_slice_118.npz,0,185,118,0,0,0,1,0
/kaggle/input/brats20-data/BraTS20/data/volume_185_slice_119.npz,0,185,119,0,0,0,1,0
/kaggle/input/brats20-data/BraTS20/data/volume_185_slice_120.npz,0,185,120,0,0,0,1,0
/kaggle/input/brats20-data/BraTS20/data/volume_185_slice_121.npz,0,185,121,0,0,0,1,0
/kaggle/input/brats20-data/BraTS20/data/volume_185_slice_122.npz,0,185,122,0,0,0,1,0
/kaggle/input/brats20-data/BraTS20/data/volume_185_slice_123.npz,0,185,123,0,0,0,1,0
/kaggle/input/brats20-data/BraTS20/data/volume_185_slice_124.npz,0,185,124,0,0,0,1,0
/kaggle/input/brats20-data/BraTS20/data/volume_185_slice_125.npz,0,185,125,0,0,0,1,0
/kaggle/input/brats20-data/BraTS20/data/volume_185_slice_126.npz,0,185,126,0,0,0,1,0
/kaggle/input/brats20-data/BraTS20/data/volume_185_slice_127.npz,0,185,127,0,0,0,1,0
/kaggle/input/brats20-data/BraTS20/data/volume_185_slice_128.npz,0,185,128,0,0,0,1,0
/kaggle/input/brats20-data/BraTS20/data/volume_135_slice_80.npz,1,135,80,1332,1542,922,0.934097222,3796
/kaggle/input/brats20-data/BraTS20/data/volume_135_slice_81.npz,1,135,81,1389,1540,993,0.931909722,3922
/kaggle/input/brats20-data/BraTS20/data/volume_135_slice_82.npz,1,135,82,1448,1518,1069,0.929947917,4035
/kaggle/input/brats20-data/BraTS20/data/volume_135_slice_83.npz,1,135,83,1438,1588,1147,0.927552083,4173
/kaggle/input/brats20-data/BraTS20/data/volume_135_slice_84.npz,1,135,84,1468,1751,1162,0.923940972,4381
/kaggle/input/brats20-data/BraTS20/data/volume_135_slice_85.npz,1,135,85,1648,1942,1080,0.918923611,4670
/kaggle/input/brats20-data/BraTS20/data/volume_135_slice_86.npz,1,135,86,1854,1944,1051,0.915815972,4849
/kaggle/input/brats20-data/BraTS20/data/volume_135_slice_87.npz,1,135,87,1999,2020,959,0.913576389,4978
/kaggle/input/brats20-data/BraTS20/data/volume_135_slice_88.npz,1,135,88,2131,2004,913,0.912361111,5048
/kaggle/input/brats20-data/BraTS20/data/volume_135_slice_89.npz,1,135,89,2284,1960,889,0.910885417,5133
/kaggle/input/brats20-data/BraTS20/data/volume_135_slice_90.npz,1,135,90,2285,2028,852,0.910329861,5165
/kaggle/input/brats20-data/BraTS20/data/volume_135_slice_91.npz,1,135,91,2292,1988,851,0.910920139,5131
/kaggle/input/brats20-data/BraTS20/data/volume_135_slice_92.npz,1,135,92,2269,1853,888,0.913020833,5010
/kaggle/input/brats20-data/BraTS20/data/volume_135_slice_93.npz,1,135,93,2221,1741,962,0.914513889,4924
/kaggle/input/brats20-data/BraTS20/data/volume_135_slice_94.npz,1,135,94,2150,1689,1016,0.915711806,4855
/kaggle/input/brats20-data/BraTS20/data/volume_135_slice_95.npz,1,135,95,2050,1662,1082,0.916770833,4794
/kaggle/input/brats20-data/BraTS20/data/volume_135_slice_96.npz,1,135,96,1984,1654,1119,0.917413194,4757
/kaggle/input/brats20-data/BraTS20/data/volume_135_slice_97.npz,1,135,97,1811,1692,1209,0.918194444,4712
/kaggle/input/brats20-data/BraTS20/data/volume_135_slice_98.npz,1,135,98,1743,1695,1235,0.918871528,4673
/kaggle/input/brats20-data/BraTS20/data/volume_135_slice_99.npz,1,135,99,1710,1698,1223,0.919600694,4631
/kaggle/input/brats20-data/BraTS20/data/volume_135_slice_100.npz,1,135,100,1639,1710,1212,0.920815972,4561
/kaggle/input/brats20-data/BraTS20/data/volume_135_slice_101.npz,1,135,101,1523,1753,1203,0.922239583,4479
/kaggle/input/brats20-data/BraTS20/data/volume_135_slice_102.npz,1,135,102,1427,1770,1191,0.923819444,4388
/kaggle/input/brats20-data/BraTS20/data/volume_135_slice_103.npz,1,135,103,1304,1739,1217,0.926041667,4260
/kaggle/input/brats20-data/BraTS20/data/volume_135_slice_104.npz,1,135,104,1217,1674,1185,0.929236111,4076
/kaggle/input/brats20-data/BraTS20/data/volume_135_slice_105.npz,1,135,105,1168,1639,1101,0.932152778,3908
/kaggle/input/brats20-data/BraTS20/data/volume_135_slice_106.npz,1,135,106,1115,1575,1064,0.934826389,3754
/kaggle/input/brats20-data/BraTS20/data/volume_135_slice_107.npz,1,135,107,1029,1539,1054,0.937118056,3622
/kaggle/input/brats20-data/BraTS20/data/volume_135_slice_108.npz,1,135,108,887,1567,1054,0.939097222,3508
/kaggle/input/brats20-data/BraTS20/data/volume_135_slice_109.npz,1,135,109,794,1617,999,0.940798611,3410
/kaggle/input/brats20-data/BraTS20/data/volume_135_slice_110.npz,1,135,110,722,1546,977,0.943663194,3245
/kaggle/input/brats20-data/BraTS20/data/volume_135_slice_111.npz,1,135,111,676,1468,937,0.946510417,3081
/kaggle/input/brats20-data/BraTS20/data/volume_135_slice_112.npz,1,135,112,678,1425,859,0.948576389,2962
/kaggle/input/brats20-data/BraTS20/data/volume_135_slice_113.npz,1,135,113,641,1375,801,0.95109375,2817
/kaggle/input/brats20-data/BraTS20/data/volume_135_slice_114.npz,1,135,114,545,1377,776,0.953159722,2698
/kaggle/input/brats20-data/BraTS20/data/volume_135_slice_115.npz,1,135,115,520,1407,708,0.954253472,2635
/kaggle/input/brats20-data/BraTS20/data/volume_135_slice_116.npz,1,135,116,466,1459,638,0.955503472,2563
/kaggle/input/brats20-data/BraTS20/data/volume_135_slice_117.npz,1,135,117,409,1546,518,0.957065972,2473
/kaggle/input/brats20-data/BraTS20/data/volume_135_slice_118.npz,1,135,118,268,1648,434,0.959201389,2350
/kaggle/input/brats20-data/BraTS20/data/volume_135_slice_119.npz,1,135,119,106,1768,366,0.961111111,2240
/kaggle/input/brats20-data/BraTS20/data/volume_135_slice_120.npz,1,135,120,41,1754,315,0.963368056,2110
/kaggle/input/brats20-data/BraTS20/data/volume_135_slice_121.npz,1,135,121,12,1694,271,0.965677083,1977
/kaggle/input/brats20-data/BraTS20/data/volume_135_slice_122.npz,1,135,122,15,1621,213,0.967899306,1849
/kaggle/input/brats20-data/BraTS20/data/volume_135_slice_123.npz,1,135,123,9,1568,162,0.969809028,1739
/kaggle/input/brats20-data/BraTS20/data/volume_135_slice_124.npz,1,135,124,1,1560,100,0.971163194,1661
/kaggle/input/brats20-data/BraTS20/data/volume_135_slice_125.npz,1,135,125,0,1512,50,0.972881944,1562
/kaggle/input/brats20-data/BraTS20/data/volume_135_slice_126.npz,1,135,126,0,1422,34,0.974722222,1456
/kaggle/input/brats20-data/BraTS20/data/volume_135_slice_127.npz,1,135,127,0,1299,11,0.977256944,1310
/kaggle/input/brats20-data/BraTS20/data/volume_135_slice_128.npz,1,135,128,0,1141,0,0.980190972,1141
/kaggle/input/brats20-data/BraTS20/data/volume_306_slice_80.npz,1,306,80,180,1074,0,0.978229167,1254
/kaggle/input/brats20-data/BraTS20/data/volume_306_slice_81.npz,1,306,81,243,1256,0,0.973975694,1499
/kaggle/input/brats20-data/BraTS20/data/volume_306_slice_82.npz,1,306,82,350,1364,0,0.970243056,1714
/kaggle/input/brats20-data/BraTS20/data/volume_306_slice_83.npz,1,306,83,391,1557,0,0.966180556,1948
/kaggle/input/brats20-data/BraTS20/data/volume_306_slice_84.npz,1,306,84,626,1635,0,0.960746528,2261
/kaggle/input/brats20-data/BraTS20/data/volume_306_slice_85.npz,1,306,85,657,1885,0,0.955868056,2542
/kaggle/input/brats20-data/BraTS20/data/volume_306_slice_86.npz,1,306,86,715,2133,0,0.950555556,2848
/kaggle/input/brats20-data/BraTS20/data/volume_306_slice_87.npz,1,306,87,800,2303,0,0.946128472,3103
/kaggle/input/brats20-data/BraTS20/data/volume_306_slice_88.npz,1,306,88,895,2484,0,0.941336806,3379
/kaggle/input/brats20-data/BraTS20/data/volume_306_slice_89.npz,1,306,89,864,2658,0,0.938854167,3522
/kaggle/input/brats20-data/BraTS20/data/volume_306_slice_90.npz,1,306,90,930,2755,0,0.936024306,3685
/kaggle/input/brats20-data/BraTS20/data/volume_306_slice_91.npz,1,306,91,1015,2753,0,0.934583333,3768
/kaggle/input/brats20-data/BraTS20/data/volume_306_slice_92.npz,1,306,92,1170,2681,0,0.933142361,3851
/kaggle/input/brats20-data/BraTS20/data/volume_306_slice_93.npz,1,306,93,1228,2706,0,0.931701389,3934
/kaggle/input/brats20-data/BraTS20/data/volume_306_slice_94.npz,1,306,94,1625,2384,0,0.930399306,4009
/kaggle/input/brats20-data/BraTS20/data/volume_306_slice_95.npz,1,306,95,1732,2381,0,0.92859375,4113
/kaggle/input/brats20-data/BraTS20/data/volume_306_slice_96.npz,1,306,96,1816,2297,0,0.92859375,4113
/kaggle/input/brats20-data/BraTS20/data/volume_306_slice_97.npz,1,306,97,1824,2359,0,0.927378472,4183
/kaggle/input/brats20-data/BraTS20/data/volume_306_slice_98.npz,1,306,98,1820,2386,0,0.926979167,4206
/kaggle/input/brats20-data/BraTS20/data/volume_306_slice_99.npz,1,306,99,1748,2468,0,0.926805556,4216
/kaggle/input/brats20-data/BraTS20/data/volume_306_slice_100.npz,1,306,100,1826,2442,0,0.925902778,4268
/kaggle/input/brats20-data/BraTS20/data/volume_306_slice_101.npz,1,306,101,1900,2375,0,0.92578125,4275
/kaggle/input/brats20-data/BraTS20/data/volume_306_slice_102.npz,1,306,102,2043,2290,0,0.924774306,4333
/kaggle/input/brats20-data/BraTS20/data/volume_306_slice_103.npz,1,306,103,2359,1973,0,0.924791667,4332
/kaggle/input/brats20-data/BraTS20/data/volume_306_slice_104.npz,1,306,104,2388,1897,0,0.925607639,4285
/kaggle/input/brats20-data/BraTS20/data/volume_306_slice_105.npz,1,306,105,2337,1840,0,0.927482639,4177
/kaggle/input/brats20-data/BraTS20/data/volume_306_slice_106.npz,1,306,106,2339,1759,0,0.928854167,4098
/kaggle/input/brats20-data/BraTS20/data/volume_306_slice_107.npz,1,306,107,2405,1703,0,0.928680556,4108
/kaggle/input/brats20-data/BraTS20/data/volume_306_slice_108.npz,1,306,108,2346,1666,0,0.930347222,4012
/kaggle/input/brats20-data/BraTS20/data/volume_306_slice_109.npz,1,306,109,2340,1651,0,0.930711806,3991
/kaggle/input/brats20-data/BraTS20/data/volume_306_slice_110.npz,1,306,110,2483,1468,0,0.93140625,3951
/kaggle/input/brats20-data/BraTS20/data/volume_306_slice_111.npz,1,306,111,2434,1394,0,0.933541667,3828
/kaggle/input/brats20-data/BraTS20/data/volume_306_slice_112.npz,1,306,112,2433,1287,0,0.935416667,3720
/kaggle/input/brats20-data/BraTS20/data/volume_306_slice_113.npz,1,306,113,2470,1234,0,0.935694444,3704
/kaggle/input/brats20-data/BraTS20/data/volume_306_slice_114.npz,1,306,114,2386,1264,0,0.936631944,3650
/kaggle/input/brats20-data/BraTS20/data/volume_306_slice_115.npz,1,306,115,2716,876,0,0.937638889,3592
/kaggle/input/brats20-data/BraTS20/data/volume_306_slice_116.npz,1,306,116,2734,858,0,0.937638889,3592
/kaggle/input/brats20-data/BraTS20/data/volume_306_slice_117.npz,1,306,117,2780,712,0,0.939375,3492
/kaggle/input/brats20-data/BraTS20/data/volume_306_slice_118.npz,1,306,118,2618,793,0,0.94078125,3411
/kaggle/input/brats20-data/BraTS20/data/volume_306_slice_119.npz,1,306,119,2605,695,0,0.942708333,3300
/kaggle/input/brats20-data/BraTS20/data/volume_306_slice_120.npz,1,306,120,2647,589,0,0.943819444,3236
/kaggle/input/brats20-data/BraTS20/data/volume_306_slice_121.npz,1,306,121,2611,529,0,0.945486111,3140
/kaggle/input/brats20-data/BraTS20/data/volume_306_slice_122.npz,1,306,122,2550,466,0,0.947638889,3016
/kaggle/input/brats20-data/BraTS20/data/volume_306_slice_123.npz,1,306,123,2415,521,0,0.949027778,2936
/kaggle/input/brats20-data/BraTS20/data/volume_306_slice_124.npz,1,306,124,2323,475,0,0.951423611,2798
/kaggle/input/brats20-data/BraTS20/data/volume_306_slice_125.npz,1,306,125,2220,410,0,0.954340278,2630
/kaggle/input/brats20-data/BraTS20/data/volume_306_slice_126.npz,1,306,126,2074,389,0,0.957239583,2463
/kaggle/input/brats20-data/BraTS20/data/volume_306_slice_127.npz,1,306,127,1862,358,0,0.961458333,2220
/kaggle/input/brats20-data/BraTS20/data/volume_306_slice_128.npz,1,306,128,1630,298,0,0.966527778,1928
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_80.npz,1,40,80,0,2084,0,0.963819444,2084
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_81.npz,1,40,81,0,1997,0,0.965329861,1997
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_82.npz,1,40,82,0,1886,0,0.967256944,1886
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_83.npz,1,40,83,0,1778,0,0.969131944,1778
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_84.npz,1,40,84,0,1643,0,0.971475694,1643
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_85.npz,1,40,85,0,1498,0,0.973993056,1498
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_86.npz,1,40,86,0,1411,0,0.975503472,1411
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_87.npz,1,40,87,0,1308,0,0.977291667,1308
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_88.npz,1,40,88,0,1154,0,0.979965278,1154
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_89.npz,1,40,89,0,946,0,0.983576389,946
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_90.npz,1,40,90,0,693,0,0.98796875,693
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_91.npz,1,40,91,0,565,0,0.990190972,565
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_92.npz,1,40,92,0,451,0,0.992170139,451
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_93.npz,1,40,93,0,409,0,0.992899306,409
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_94.npz,1,40,94,0,361,0,0.993732639,361
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_95.npz,1,40,95,0,288,0,0.995,288
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_96.npz,1,40,96,0,241,0,0.995815972,241
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_97.npz,1,40,97,0,186,0,0.996770833,186
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_98.npz,1,40,98,0,109,0,0.998107639,109
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_99.npz,1,40,99,0,54,0,0.9990625,54
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_100.npz,1,40,100,0,16,0,0.999722222,16
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_101.npz,0,40,101,0,0,0,1,0
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_102.npz,0,40,102,0,0,0,1,0
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_103.npz,0,40,103,0,0,0,1,0
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_104.npz,0,40,104,0,0,0,1,0
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_105.npz,0,40,105,0,0,0,1,0
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_106.npz,0,40,106,0,0,0,1,0
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_107.npz,0,40,107,0,0,0,1,0
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_108.npz,0,40,108,0,0,0,1,0
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_109.npz,0,40,109,0,0,0,1,0
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_110.npz,0,40,110,0,0,0,1,0
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_111.npz,0,40,111,0,0,0,1,0
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_112.npz,0,40,112,0,0,0,1,0
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_113.npz,0,40,113,0,0,0,1,0
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_114.npz,0,40,114,0,0,0,1,0
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_115.npz,0,40,115,0,0,0,1,0
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_116.npz,0,40,116,0,0,0,1,0
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_117.npz,0,40,117,0,0,0,1,0
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_118.npz,0,40,118,0,0,0,1,0
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_119.npz,0,40,119,0,0,0,1,0
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_120.npz,0,40,120,0,0,0,1,0
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_121.npz,0,40,121,0,0,0,1,0
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_122.npz,0,40,122,0,0,0,1,0
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_123.npz,0,40,123,0,0,0,1,0
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_124.npz,0,40,124,0,0,0,1,0
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_125.npz,0,40,125,0,0,0,1,0
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_126.npz,0,40,126,0,0,0,1,0
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_127.npz,0,40,127,0,0,0,1,0
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_128.npz,0,40,128,0,0,0,1,0
/kaggle/input/brats20-data/BraTS20/data/volume_140_slice_80.npz,1,140,80,0,608,0,0.989444444,608
/kaggle/input/brats20-data/BraTS20/data/volume_140_slice_81.npz,1,140,81,0,1108,0,0.980763889,1108
/kaggle/input/brats20-data/BraTS20/data/volume_140_slice_82.npz,1,140,82,0,1551,0,0.973072917,1551
/kaggle/input/brats20-data/BraTS20/data/volume_140_slice_83.npz,1,140,83,6,1778,0,0.969027778,1784
/kaggle/input/brats20-data/BraTS20/data/volume_140_slice_84.npz,1,140,84,51,1830,29,0.966840278,1910
/kaggle/input/brats20-data/BraTS20/data/volume_140_slice_85.npz,1,140,85,54,2012,59,0.963107639,2125
/kaggle/input/brats20-data/BraTS20/data/volume_140_slice_86.npz,1,140,86,45,2151,115,0.959878472,2311
/kaggle/input/brats20-data/BraTS20/data/volume_140_slice_87.npz,1,140,87,45,2224,147,0.958055556,2416
